ID,tweet,label,eng_translated
am_train_01013,ህዝቤ ለማ ተቀነሰ ተደመረ እያለ ሲወዛገብ የፕራይቬታይዜሽን አዋጁ ያለ ተመልካች በሚኒስትሮች ምክር ቤት ፀድቋል።  A neoliberal tactic that always works.  የገበያ ግርግር...…,negative,"When my people are overly, the Privatization Proclamation was approved by Ministers of the Council of Ministers.A neoliberral tactic tactic thatic thries.Marketing ... ..."
am_train_01014,አቶ ለማ እና ጃዋር መሃመድ ሃሳብ የላቸውም ሰልህ በተጨባጭ ነገር ተነሰቼ ነው:: እኔም ካንተ ሃሳብ ጋር እሰማማለሁ:: የፖለቲካ መሪ ሀሳብ አመንጭቶ ህዝቡን ይመራል…,negative,"Mr. Mr. Kawar, who have no thoughts, have been told that it is realized.And I will hear with your opinion.Political leader's idea of a political leader leads the people ..."
am_train_01015,ሀጫሉ የጊዜዉ እያሱ በርሄ ሆኗል አሉ,negative,The play has been furiously while the
am_train_01016,በአጭር ቃል በእናንተ መካከል ዝሙት እንዳለ ይወራል (1ቆሮ 5:1) WTF,negative,In your scepter among you (1 Corinthians 5: 1) wtf
am_train_01017,ፓስታ የእንፋሎት ማጽጃ አይደለም,negative,Pasa is not a steam cleaning
am_train_01018,ለነገሩ እንዳተ አይነቱ አባትና አያት (middle & last name) መለየት ያቃተህ ሁላ አፍና አካውንት መክፈትህ ይገርማል።,negative,"After all, it is wonderfully that the unknown of the unjustness & laast name)."
am_train_01019,ሰማየት ሊቀደዱ: ምድርም ልትሰነጠቅ: ጋራዎችም ተንደው ሊወድቁ ይቃረባሉ: : ለ አልረህማን ልጅ አለው ስለአሉ: : ለኪሪስትማስን ማክበር ወይም ለሰው መመኘትን ከምንም ለማይቁጥሩት አድርሱልኝ...,negative,"For they have fallen, and the mountains, and the mountains, and the mountains;"
am_train_01020,ኦፌኮ አሜሪካዊ ዜጋ አባል  ያላት የመጀመሪያዉ ኢትዮጵያዊ ድርጅት ሆነች።,negative,The OphCO became the first Ethiopian organization that has a American citizen member.
am_train_01021,በ ኦነግ እና በጃዋር መካከል ያለው ልዩነት ምንድነው . . . . . . . .,negative,What is the difference between Ober and Jahwe........
am_train_01022,ወደ ስራ ! በወሪ ገደላችሁን ፡፡ ጉራ ብቻ,negative,To work!You will kill you in a call.Only Greak
am_train_01023,እስክንድር ኴስ አትገባም እንደተባለ በንዴት አንድ ካፌ ይገባና ጀበና ቡና ይዝና ይጠጣል ትንሽ ቆይቶ አስተናጋጅዋን ጠርቶ ቀዝቃዛ ጊዮርጊስ ሲላት። አስተናጋጅዋ ይቅርታ ከላይ የመጣ ት…,negative,"Alexander is not in anger, and he called him a boast and coffee a little while he was a little bit of gyrigu, and when he was a cool jiorus.The apologies from the top ..."
am_train_01024,በዓልም አደል . በግ ተሸክሞላቸው መጥቶ 5 ብር ሲሰጡት እሪሪ ይላል . ለስካርቭ 5 ብር ሲበዛብህ ነው ጥፋ ከዚ ሶዬ ???? . እየተሳሰብን እንጂ ጓድ ??????,negative,"Delivered.Gri says when he came to bear their lamb and gave him 5 silver.Just when you are overly busy for Kaific, you will go from this Soon ????.They are bothering us, not the jokes ???????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????"
am_train_01025,እንዲህ አይነት መታበይ ለህውሃትም አልበጃት። ህውሃትም ለቀጠዩ ፶ እና ፷ ዓመት አብዮታዊ ዲሞክራሲ ገዥ ሃሳብ ነው ትለን ነበር። እኛ ኢትዮጵያውያን በጣም የሚከብደን ነገር ካለፈው ታ…,negative,This type of poisoning is not infected for the prosecution.The sun was a ruler of revolutionary democracy for the next election and ፷ year.We have the most difficult of Ethiopians.
am_train_01026,በአክራሪ አብን አባላት የተጠለፈው ማህበር ይህን መግለጫ ለማውጣት ሞራል የለውም ።,negative,The association of an association with Acharian members has no moral to address this statement.
am_train_01027,አይ ድንቁርና የአሜሪካ የፊልም አጃቢዎችን ለጥፈህ ኦሮሞ ምናምን ትላለህ አይ ዝቅጠት፡፡,negative,"No ignorance of American movie of the American, don't say that you say oromo."
am_train_01028,መከላከያ ምኒስትር ለማ መገርሳ «የኢትዮጵያና የአሜሪካን የሁለትዮሽ የመከላከያ ትብብር ለማጠናከር ዛሬ ጠዋት ዋሽንግተን ዲ.ሲ.» መግባታቸውን አምባሳደር ፍጹም አረጋ አስታወቁ።,negative,"Integrity Mindstar, ""It Was Washington DC This morning, DC, this morning to strengthen binary defense.""Ambassador's perfect calculator announced."
am_train_01029,ኤርጌንዶ ለጥፈህ ስዎችን የምትጋብዘው ነገር ፌር አይደለም,negative,Ergo is not a ridicule that you invite
am_train_01030,ጌታው ብልፅግና እንግዲህ ወደ ብልግና እየተቀየረ ለመሆኑ ይሄው ነው,negative,This is the one that his master is prosperous
am_train_01031,ብልጽግና ፓርቲ እስካሁን የተመሰረተ የማይመስለኝ እና ገና ብዙ ድራማ ያለ የሚመስለኝ እኔን ብቻ  ነው?,negative,Is the prosperity of the prosperity so far and so much drama is just like me?
am_train_01032,የኣርሰናል ደጋፊዋች ግን ማንችስተርን ሲያሸንፉ ሻምፒዮንስ ሊግ የወሰዱ ነው እሚመስላቸው! ኣይ የትንሽ ክለብ ደጋፊ መሆን??,negative,"But when the Archonal Supplier, it seems that when they win Manachms!Ayh of a small club ??"
am_train_01033,ሁሉም በቁጥጥራችን ስር ነው ከፊት ያለው አረፋ ነው ~ ቧ ያለው,negative,All the bubble of the front is all the bubble
am_train_01034,እንዴት ሠዉ ከዝንብ ማር ይጠብቃል አለቀ የተፈናቀሉት ተማሪዎች ወደ ትጥቅ ትግል መሄድ ነዉ ያለባቸዉ አለቀ አነሡ ፍት…,negative,How the Lord expects Mark
am_train_01035,የተቆራጭ  ነገር ከባድ ናት  - የድሮ ኮካወች ነገሮቹ በደንብ የገባቸው ነገር አልመሰለኝም:: በእውነት  ደንዝዘዋል መሰለኝ! - አዲሶቹ  ኮካወች ደግሞ የወፍ ዘራሽ ሁነዋብኛል::    ግራ ሁኖብኛል::,negative,The cutting thing is hard - old couchers did not think of something well.I really thought of!- The new coutworks have a birdwornel.I have been confused.
am_train_01036,ትሻልን ሰድጀ ትብስን አመጣሁ አታድርስ የማንም ሰገጤ የጨዋታ ህግ እንኳን የማያውቅ መሀይም ፋቲክ ስለለበሰ እና ኦሮሞኛ ተናጋሪ ስለሆነ ማን መብት ሰጥቶት ነ…,negative,"TELL BUSINESS I Give Harvest Integration, who has given him the right to the Oromo fluctuum, who has not even the Oromo-speaking speaker ..."
am_train_01037,እኔ ሐጣን ነኝ እናንተ ግን ሚያውቀው ያቀዋል,negative,I am the sinful but you know
am_train_01038,ምን አጭሶ ነው ? ግሽጣ ራስ,negative,What is it?The head of the grounds
am_train_01039,እሱ በ5million ዋጋ ባለው ቤት ውስጥ ቦሌ ተንደላቆ እየኖረ በባዶ ሆድ አንድ ጎኗ ያለቀች ኢርገንዶ ለብሶ እሱን አድናለሁ የሚለው አይምሮውን…,negative,"He has a genocide in the house of 5 Million, and a single side of the morning, and one morning, I dwelling in the morning ..."
am_train_01040,ይህ ወቅት፡ ኢትዮጵያን ካጋጠሟት ብዙ ፈታኝ ወቅቶች ኣንዱ ነው፡፡ በውስጡ እያለፍን ስለሆነ ያስፈራል፡፡ የኢትዮጵያን ታላቅነት ተረት ነው ብለህ ካላሰብክ በስተቀር፡ ሀ…,negative,It is one of the many challenges that came from Ethiopia.It is scary because we pass through it.Unless you think you are the Ethiopian greatness of Ethiopia
am_train_01041,ሦስተኛው ቀን ሁል ጊዜም የተረገመ ነው። በኔ የጊዜ መስመር ላይ ኡዚን በማስታወሻዬ ላይ ስለማየ ደክሜያለሁ ፣ እናም ታምሜያለሁ ፣ “እዚህ ከሦስተኛው ቀንዬ ብቻ ወጣሁ” እያወራ ነው ፡፡,negative,"The third day is cursed.I am tired of seeing Uzine on my noise, and I'm tired of seeing Uzin, and I'm sick of my third day. """
am_train_01042,ቃልቻ ነው ዘፍን?? ምነው መላቅጡ ጠፋ??,negative,Is it a manifestation ??Whatever is lost?
am_train_01043,የአዲሱ ውህድ ፓርቲ ፕሮግራም አምስት ዋና መሠረታዊ ጉዳዮች ላይ አተኩሯል -,negative,The new combination party program focused on five major issues -
am_train_01044,ብዓዴን እስከመቼ አማራው ህዝብ ላይ ሽብር እየፈፅመ በወያኔ እያላከከ እየተጫወተ ይቀጥላል?   በአርማጭኦ የውንብድና እኩር ተግባር ህፃናትን እያፈነ ብር የሚጠይቀው የሚገድለው እራሱ…,negative,"Will he continue to play in the Thailand that I am terrifying for my immigrant people?The act of mirror, who will kill children in Armario and career activities ..."
am_train_01045,ትልቅ ስህተት ሠርተዋል ፡፡ ለድርጊቶችህ በሲኦል ለዘላለም ትሠቃያለህ ፡፡ ስለ ኃጢአትዎ ቤተሰብዎ በእኛ ይጠፋል ፡፡ እኛ ለእርስዎ እየመጣን ነን ፡፡ ይዘጋጁ.,negative,They made a big mistake.You will suffer forever for your actions of your actions.Your family will lose our sins.We are coming for you.get ready.
am_train_01046,እሱ እንኳን ሿ ሿ ነው፡፡ ምን የሚሉት ቀልድ ነው?,negative,It's even ሿ ሿ.What do you say?
am_train_01047,አንተ ነክ እንጂ ፀረ ሙስሊም የተባልከው አንተ ነክ እንጂ ፀረ ትግራይ የተባልከው ሁሉም አማራ አይደለም በዛሬው ፅሁፍህ ላይ ፅንፈኛው ቄሮ የሚል ፅሁፍ አላየሁ…,negative,"I am not all Amharah, not all Amhara, but not all Amrara, in your text, not all Amharah, but not all Amrara, I am not an anti-Tigili, not all Amrara, the extremist in your text ..."
am_train_01048,እረባክህ/ሽ ብርቅ ነው እንዴ እንግሊዘኛ?,negative,Your retardation is rare?
am_train_01049,አንድ አላማ ነዉ ያለን ምትሉት ባልድራስና ኢዜማ መተባበር አቅቷችሁ የአንድነት ሀይሉ ድምፅ ተ…,negative,We have a purpose to cooperate and cooperately cooperate
am_train_01050,አባቶችህ አለቀሱ።  የወደፊቱ ትውልዶችዎ ይወገዳሉ።  የራስዎን እና በአካባቢዎ ያሉትን ሰዎች ዝና ያበላሻል ፡፡  እግዚአብሔር በነፍስህ ላይ ይምራ…,negative,Your fathers weep.Your future generations will be removed.You will damage your own and the people around you.Guide God upon your soul ...
am_train_01051,በመላው የከፍተኛ ትምህርት የተንሰራፋውን ችግር አንዳንድ ዩኒቨርስቲዎች ብለህ ትዘግባለህ,negative,You will repest some universities throughout higher education
am_train_01052,ምን ችግር አለው ጋላ እንደሆን ደም የለውም,negative,What is wrong with the gallery
am_train_01053,ይሄኔ የወደፊት ሚስቴ ሀብታም ባል ነው ማገባው እያለች ታስብ ይሆናል ????,negative,Can you imagine that my future wife is rich ????
am_train_01054,የጅማ አባ ጅፈር አስተዳዳሪዎች፣ የእግር ኳስ አፍቃሪው ላይ እየቀለዱ ነው። የከተማው ከንቲባ ባይኖር ክለቡ ይፈርስ ነበር ለነገ ጨዋታ ዛሬ መንገድ ላይ ያሉት ጅማ አባ ጅፋሮች የ6 ወ…,negative,"Jimma's mall managers, the football loving.Without the Mayor of the Urban, the clubs were finished today's Jimma on the Ways today 6 m ..."
am_train_01055,አይገርምም የሰልፊ ዘመን ወጣት ሆኖ ተደብቆ ብዙ ተአምር መስራቱ ለክሬዲት አለመሻማቱ,negative,No
am_train_01056,የቀድሞው “አንድነት” ስባል የነበረው የነፍጠኞች ፓርቲና አሁን ተወለደ የሚባለው የአብይ የመደመር ፍልስፍና (Bilxiginnaa) ልዩነቱ ምንድን ነው??????ዶሮን ስያታልሏት...,negative,"What is the difference between the former ""unity"" of the old ""unity"" and now born ??????"
am_train_01057,ተቃራኒ ጾታ የሆኑ የሬዲዮ ጋዜጠኞች በብዛት እንደ ዶሮ ሲያስካኩ ነው የሚዉሉት,negative,The opposite sex journalists do so many as the chicken
am_train_01058,ጥሩ እርምጃ ይህን አይነት ነቀዝ የዎንበዴ  ተላላኪ .. እድሜይፍታ ማሰር ነው,negative,"Good action, this kind of balding of your frog"
am_train_01059,እረ በአላህ ይሄ ልጅ እያስገመተን ነዉ,negative,"Allath, then, this child shall be"
am_train_01060,እንዲህ እያልክ እራስህን አፅናና። ቅኔም አልገባህ። የሌንንም ልክፍት አይለቅህም። አስክታሸልብ ለፍልፍ እንግዲህ።,negative,"Cond on yourself.You don't understand a poetry.And none of another will not be released.Then he said, Exaltation for Fat."
am_train_01061,እርግጥ የኣብይ ፋሽስታዊ ስርኣት መፍረሱ ኣይቀርም የሚያናድደኝ ነገር ግን ኣብይ እንደ መንግስቱ የፈረጠጠ እለት ነው።,negative,"Of course, the Beats Flessismal System will also be annant, but the prophet is like a chosen day."
am_train_01062,ከመጅሊስ መፍትሔ ስንጠብቅ  ድሮ ምናቀቻው ችግሮች አንድ  ሁለት ተብሎ ተዘርዝሮ  መጡልን!,negative,The difficulty of the past are described as one two!
am_train_01063,ሙስሊሙ በጃንሆይ ዘመን እንኳ የደረሰበትን መገለል «መገለል አይደለም» የሚል ማስተባበያ የሚሰጡ ሰዎች ጋር በጭቆና ምንነት ላይ መግባባት ራሱ ከባድ ነው። ሙ…,negative,"It is difficult for the Muslim in the days of Janholi's day, ""it is not a"" not the stomach.Mu ..."
am_train_01064,የተበላበት እቁብ ነው እባክህ,negative,It is a hidden frank please
am_train_01065,ክልሉ መነሻቸውን አጎራባች ክልሎች ባደረጉ ትንኮሳዎችና በተፈፀሙ ጥቃቶች በርካታ ንፁሃን ዜጎች ውድ ህይወታቸውን ተነጥቀዋል፤ ከፍተኛ አመራሮቻችን በግፍ ተገድለዋል ብሏል። ይኸን ያ…,negative,"The territory has been disturbed by many innocent region, which of the neighboring regions of the neighboring regions.He said that our strong leaders were killed.That ..."
am_train_01066,በአላህ ስም እጠይቃችሁለው ከዛሬዋ ቀን በኋላ ዘመድኩንን ጨምሮ ሌሎችም ዘገምተኞች የፃፉትን እንዲሄ አሉ እያላችሁ አትፃፉልን  ከነርሱ ፖስት ስር አስተያየት መስጠታችሁ ይበቃል።,negative,"The day of the day of the name of God, no more will you write to us, saying, ""They say that there are other slows, including those who have written their writers."
am_train_01067,ጠንቋይ አይደለሁም ግን ልደቱ አያሌውን የያዘ ፓርቲ አዲስ አበባ ላይ አንድ የምክርቤት ወንበር አይደለም ከታክሲ ረዳቱ አጠገብ ያለችውን ኩርሲ እንኳን አያገኝም:: ??,negative,I'm not a witch but his birth is not one of the kicky that is next to the taxi-assistant.??
am_train_01068,አንተ እስካሁን አልተጋለጥክም,negative,You have not yet exposed
am_train_01069,ኖኖ... ፖለቲካ አይደለም ፖለቲከኞቹህ ናቸው ለዚህ ቀውስ የዳረጉን: ሲቀጥል ኤርትራን ማመናመን እሚባል ስርቅአት ቀርተዋል: እኛም ራሳችን አልቻልንም…,negative,"Noon ... It is not your politics, and when it continued, we were not able to believe Eritrene ..."
am_train_01070,ተሰጥኦ ነው ብላ እንዳታፍ ብቻ,negative,Just don't be talented
am_train_01071,ሕወሃት ላይ የተነጣጠረ ንግግር ካቆሰለህ አንተንም ዘረኝነት ተጠናውቶሃል ማለት ነው።,negative,"If you have a speech talk against the church, you will have a racist."
am_train_01072,Marco Reus እና ሚስቱ ቡዳ እንዳይበላት ብለው ነው የልጃቸውን ፎቶ post የማያደርጉት?,negative,Marco reus and his wife do not do your child photo POST?
am_train_01073,ኃይላቸውን ለሚገነቡ ልሂቃን ምቹ ሁኔታን ይፈጥራል። አብዛኛውን ድሃና ምስኪን ለድህነቱ ምክንያት የሆነው የሌላ ብሄር ቋንቋና ኃይማኖት ተከታይ የርሱ ቢጤ ድሃና ምስኪን እንደሆነ ለማሳመን…,negative,It creates a favorable situation for the power to build their power.To remind ...
am_train_01074,ለትራምፕ ስንሳቀቅ ህውሀት ከመቀሌ ደሞ አልወሀድም ብላለች  እና አሁን ህውሀት ብልፅግና ካልሆነች ሌላ ድርጅት ነች ማለት ስለዚህ የያዘችውን ስልጣን ለብልፅግና ትለቃለች ወይስ ትተናነቃለች?,negative,"Habitheu says that when we laughed for the grumpy and now the Australian is not an organization that is not prosperity, and it is anointed with the power of theology?"
am_train_01075,ይህ እኮ በ ቀን የተፈፀመ ብዙ ሰወች ያዩት ወንጀል ነው ! በ ጄ/ል አሳምነው መሪነት በዘምርነ እና ማስረሻ አ…,negative,This is a crime that has seen a lot of people in the day!In the Janbo monitoring the leadership of the J. Modern and inserture ...
am_train_01076,የበፊቱ Standard ካልኩሌተር ነው አሁን በScientific ካልኩሌተር  ነው እንደሚል እንጠብቃለን።,negative,We expect the former Standard Calculator now that it is currently saying that it is a scientific calculator.
am_train_01077,እስክንድር ነጋ እናቱ የወለደችው የጀግና ጀግና ነው። አብይ አህመድ እና ሌሎች የኦሮሞ ፖለቲከኞች ስለፈሚፈሩህ ነው የሚታገሉህ። አይ…,negative,Alexander Nega is the hero of hero.Father's Ahmed and other Oromo politicians are struggling about you.no…
am_train_01078,ኦሮሞ ሲተርት «በቀን የጮኸ ጅብ ማታ ሊመጣብህ እንደሆነ እወቅ» ዛሬ መታወቂያ የከለከለ መንግስት ነገ የምርጫ ኮሮጆ ላለመስረቁ ዋስትና የለም። ሳይንቲስቱ,negative,"The Oromo Cutters ""Do Not Know that the Halls of the Dreams"" today ""The scientist"
am_train_01079,ምስራቅ ኦሮምያን በቅጡ ማስተዳደር ሳትችል ዘለህ መደመር ለምስራቅ ኣፍሪካ ይጠቅማል ያልክ ልጅ ደህና ነህ እንዴት ነህ !???????♂️???♂️,negative,East Oromians will be useful for east Africa without being able to manage the punishment and how are you okay ??????
am_train_01080,ፆም እኮ አይደለም ችግሩ! በፆም ወቅት እንዲህ እንቁልልጬ እሚል ሰው ሲኖር ነው እሚከብደው,negative,"Fasting not, the problem!During the fasts, it is difficult when there is a mim"
am_train_01081,መንግስት ባለአደራውን ሲያዋክበው የከረመው ህገወጥ ናችሁ በማለት ነበር። አሁን ህጋዊ ፓርቲ እሆናለሁ ሲል ለምን የመሰብሰቢያ አዳራሽ ከለከለው ፤ ይህ የዲሞክራሲያዊ መብት አፈና በዚች…,negative,"When the government worshiped the government, you were illegal.Now that I will be a legal party, why would I have a Kingdom Hall?This democratic rights in this ..."
am_train_01082,?????????? የኔ ደነዝነት ደሞ...ምን ማለቱ ይሆን ብዬ መፈለጌ ?? I feel violated አሉ,negative,????????My daughterhood is ...I fell violatted
am_train_01083,I didnt say that ?? የጎሳዬ አልበም ያልተወደደው ለምን ይመስልሻል,negative,I didt sila that ??Why do you think of the ethnic album
am_train_01084,በራችን ዳር ተቀምጦ አትዉጡ አትግቡ እያለ የሚያስፈራራን የኤርትራ ህዝብ ነዉ,negative,When you sit on our door and leave out
am_train_01085,ታሪካችን ፡ እንደገና ፡ ተበዉዞ ፡ መስራት ፡ አለበት ፡ እስካሁን ፡ ያለው ፡ የኣንድ ፡ ወገን ፡ ታሪክ ፡ ነው።,negative,Our story should be contaminated again and the story of the one-third-party history of this is.
am_train_01086,ውሸታም አማራና ኦሮሞ ብቻ አይደለም ችግር ያለባቸው 4000 ኢትዮጵያውያን ተማሪዎች እንጂ,negative,Not only liar and Oromo is not limited to 4000 Ethiopian students
am_train_01087,የሚሸከሙት ግብዳ የጥንት ክላሾኮቭ እራሳቸው የማይስታውሱት  በዛ ዱኑዛዜያቸው እና ግብዳ ጡንቻቸው ላይ ሲጨመር ... ጌታን ...የሆነ ግኡዝ ነው እኮ የሚሆኑት .…,negative,"Those who pay the ancient clayov of the ancient clayocov, whose ancient clayov adds them ... the Lord ... The Gentle ..."
am_train_01088,አይ አትቅለል ለሸለሙህ መሆኑ ነው?,negative,No Don't grinder you?
am_train_01089,ጠማማ እንጨት ጥሩ ማደጎ ይሆናል ሲባል ውሌ ፍጹም ነገርን አይመኙ፣ ትሩ ብቻ ሊበቃ ይችላል ባብዛኛው፣ ፍሱም ነገር የጥሩ ነገር ጠላት ነው,negative,"Do not desire a perfect thing of crooked wood, but only if the tab is sufficient, and the furious thing is the enemy"
am_train_01090,ለንባብ የሚበቃ የመፅሄት አዘጋጅ ጥሩ ፀሃፊ ስለሌለ የውጭ ዜጎች ተቀጠሩ የሚሉ አንዳንድ ጅሎች የሰጡትን አስተያየት ስመለከት ኢትዮጵያ እንኳን…,negative,"Even when I see the comments of some hybrians who have been employed by foreign citizens, Ethiopia, Ethiopia"
am_train_01091,ልብ ሰባሪው...! ለጥንቃቄ አዳዲስ ወላጆች ሊያዩት የሚገባ ታሪክ...,negative,The heart of the heart ...!A story to see new parents for the gas
am_train_01092,የነጭ ጋዜጠኛ ጥያቄ ፍራቻ ለመሸፈን ይህን ሁሉ ጋጋታ,negative,All this is all this to cover the fear of the white journalist Question
am_train_01093,ሕዳር 22፣2012  እዚህም እዚያም እየተከሰቱ ያሉ ግጭቶች የተጣለብኝን ኃላፊነት እንዳልወጣ እንቅፋት መሆኑ ይታወቅልኝ ሲል የእርቀ ሰላም ኮሚሽን ተናግሯል፡፡  ትዕግስት ዘሪሁን…,negative,"November 22, 2012 There, there was no doubt that conflict was hindered in this conflict, saying that the conflict was hindered.Trudy Zicon ..."
am_train_01094,በአዲስ አበባ ሾላ ገበያ እሳት አደጋ ተከስቶ ጉዳት አደረሰ,negative,Defined in Addis Ababa's Shola Market
am_train_01095,ፀባዬ እንዲህም ነው እንዲያም ነው ብዬ ወለም ዘለም ሳልል ትልክ እንደሆነ ላክ! አለዚያ ማደርገውን እማቅ እኔ ነኝ። መሬማን አልምርህም።   ለማንኛውም በርሶ መጀን ጆን!!!,negative,"Send it as I am sending my silences like that!Otherwise, I'm tired.Don't you make you a carnormal.Anyway, John !!!"
am_train_01096,ጥያቄ 1 እግዚያብሄር በሁሉ ቦታ ካለ ለምን በሰማይ የምትኖር እያልን እንጸልያለን? 2 እግዚያብሔር በሁሉ ቦታ የሚገኝ ከሆነ ለምን ቤተ መቅደስ እንሰራለታለን።,negative,"Question 1: 1 If God Is All About Everywhere, why do we pray for the in heaven?2 If God is in every place, why will we do the temple?"
am_train_01097,ሀትሪክ ስፖርት  ሀትሪክ ስፖርት ሀትሪክ ስፖርት ተወዳጅ ጋዜጣዎ ሀትሪክ በነገው እትምዋ ምርጥ እና የሚወዱትን ዘገባ ይዛሎት ብቅ ትላለች።,negative,Hetrik Sport Sports Hatric sports Hatric sports Hetrik's favorite newspaper will appear the best and loved record of Hetriku.
am_train_01098,ነጭ ጥቁር ብዙ አይረዳም! የIMF Africa የበላይ ኢትዮጵያዊ ነው (ጥቁር አደል)! አሁን በቅርብም 121 äታዋቂ ኢኮኖሚስቶች የካፒታሊዝም ሥርዓት ኪሣ…,negative,White black does not help much!IMF Africa is the Supreme Ethiopian (Black Deception)!Now popular economists recently 121 ä Economists Kapitalism ...
am_train_01099,እኔ በቀን ከ30 ጊዜ በላይ ከማስነጠሴ ይልቅ የሚያሰለቸኝ አለቃዬ ባስነጠስኩ ቁጥር bless you ሲል  thank you ማለቱ ነው!,negative,"If I bother me more than 30 times a day, my boss is what you mean Salek when you say!"
am_train_01100,መቶ ሺ ኢትዮጵያ ባድሜ የሞቶ የAmaraha ነው፣ አንተ! እንዴት ክፉ ንግግር አሰመሃኝ ግን። እሄ እኮ ከክህደት እኮ ማይተናነስ ወሬ ነው።,negative,"Seen, Earb Ethiopia, died of Amahaha, you!How badly persuaded me.Head is a report of unbelief."
am_train_01101,ይህ ኣህያ የነበረ ነው ወይስ ውርንጭላ ለነገሩ ኣንድ ናቸው።,negative,This is the alright or one of them.
am_train_01102,ነፈዝ የትግራይን ህዝብ አታቂውም ከማን ጎን እንደቆመ ።,negative,"Blood Tigray People's people, the people of Tigray."
am_train_01103,ወለጋ ዩኒቭርስቲ ተማሪዎች በመንገድ ያላሰቡት ገጠማቸው,negative,Ministry of University Students did not think of the road
am_train_01104,አጋዥ ሚኖርህ ጠንካራ ስትሆን እንጂ ስትፈራርስ ሁሉም ይከዳሃል። ከጎናችን የነበረችው ሱዳን ከግብጽ ጎን ሆነችና አረፈችው??,negative,"When you are strong, you will all be betrayed when you are strong.Did Sudan, our neighbor and rest from Egypt ??"
am_train_01105,ኧረ ምንድነው ጉዱ???? መፍቻ የሌለው እንቆቅልሽ!! ያሳዝናል,negative,What is the Bush Bump ????The unlimited puzzle !!too bad
am_train_01106,ደንቆሮዎች ሀገር ከዜሮ ገንብታ አንፃ፣ ነፃ አውጥታ ከመሃይምነት አላቅቃ  የሰጠቻቸውን ቤተክርስቲያን የሚያቃጥሉት የነዚን ፈረንጆች motto ማንበብ ቢችሉ ጥሩ ነበር። ፩ ስታቃጥሉ ፼…,negative,"Country Countries From Zero Institute, FREE PREVIABLEMENT WITH TIMITY WITH TIME OF THE CHOOT FROM THE FINTO MOTTO.፩ When you burn ..."
am_train_01107,መደመር ሰው ሰራሽና መዋቅራዊ ጭቆናን ማስወገድ ብሔራዊ መግባባትን ማምጣት ዕርቀ ሰላምን መፍጠርና ፍትህና ርትዕን የማስፈን ዓላማ አለው ብለዋል።,negative,"Additioning artificial and structural oppression, it has a purpose for creating national counseling and inspire just and priority."
am_train_01108,በአዲስ አበባ ከተማ በዓመት በአማካይ ከ20 በላይ ሰዎች በእብድ ውሻ በሽታ ህይወታቸውን እንደሚያጡ የኢትዮጵያ ሕብረተሰብ ጤና ኢንስቲትዩት አስታወቀ፡፡ በተጨማሪም በዓመት በአማካይ 1…,negative,"An average of over 20 people a year in Addis Ababa, an Ethiopian Social Institute for mad dog disease has lost their lives.It is also an average of 1 ..."
am_train_01109,እኔ ብሩክታዊት አክሊሉ  ካሳደገኝ ከእናት ቤቴ ጥጋብ ልቤን ንፍት አድርጎት  መቻል ስላልቻልኩ  በገዛ ፍቃዴ ተማሪነቴን ለቅቄአለሁ,negative,"If I was the bragious crown of the Brooklynat, I forgot my heart that I was able to give my heart"
am_train_01110,የአማራ ክልል ፕሬዝዳንት በአፋር ክልል ከባድ ተቃውሞ ና ጥያቄ ቀረበባቸው ወደ አፋር ደውለናል ልዩ ዝግጅት ሼር ያድርጉ,negative,The Education's Regional President of the Afar region and we have been visible to Afar
am_train_01111,በየቀኑ ልብን የሚሠብር የሰው ሞት! ወይ ኃጢአታችን ከልክ አልፏል ወይ እዚህ ሀገር የገባ ደም የጠማው ጋኔን አለ! ንስሀ እና ፀሎቱ ነው የሚያዋጣን! በእግዜር ፊት መንበርከክ! ??????…,negative,Mankind's death to heart every day!Either our sin was overweed or there is a thirsty demon in this country!Repent and prayers!Kneel in front of the ends!???????
am_train_01112,ላስኪት(Laskit) ከሚል የመንግሥት ባለስልጣንና ደክስ (Deks) ከሚል ናይጀሪያዊ በላይ የሚያበሳጨኝ ምንም የለም። Lastic and desk,negative,"Nothing is upset with the Laskit of Laskit, a government official and Vegetarian Nigerian.Lastic and desk"
am_train_01113,ወንጀለኞችን አሸባሪዎችን በጉያው ደብቆ የሚደግፍ የጥፋት ሃይል እኩይ አላማቸውን በሽብር ለማስፈፀም መንግስታችንን በማስፈራራት የነሱ መጠቀሚያ መሳሪያ ለማድረ…,negative,The power of the criminals in the case of the criminals in the case of the victims to perform the inhabitants of the
am_train_01114,የኢራን ሁለተኛው ከፍተኛ ባለስልጣን በአሜሪካ ተገደሉ!  የአል- ቁድስ ልዩ ሀይል ዋና አዛዥ የነበሩት ቃሲም ሱሌማኒ ከጥቂት ሰአታት በፊት በአሜሪካ በተወሰደ የአየር ድብደባ የተገደሉ…,negative,"Iran's second high authority in the United States!The main commander of Al-Quaste Special Power, the main commandment of the Al-Qucius, Kasim Saleynie are killed by the air beaten ..."
am_train_01115,አሁን እያየሁት ነው .. ስለ ህገመንግስቱ የተናገረው በፍፁም ውሸት ነው ?????♂️,negative,I am now watching.
